ticket_id,product,feature,issue_description,resolution_status
15262501,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Unresolved
13356749,Portable Speaker,Audio Quality,The speaker sound quality is not meeting the user expectations.,Escalated
33082694,Smartphone,Connectivity,The phone is unable to connect to the wifi network.,Unresolved
49083939,Desktop Computer,RAM,The computer is running out of memory causing programs to freeze.,Resolved
75178442,Smartwatch,Smart Features,The user is unable to fully utilize the watch smart capabilities as expected.,Unresolved
84841112,Portable Speaker,Connectivity,The speaker Bluetooth connectivity is unreliable.,Unresolved
31086005,Laptop,Processor,The laptop processor is not keeping up with the user workload.,Escalated
45029144,Wireless Headphones,Controls,The headphones controls are not functioning as expected.,Resolved
79380046,Gaming Console,Online Services,The online multiplayer services are unreliable and laggy.,Unresolved
81017165,Smartphone,Connectivity,The phone is having trouble maintaining a stable internet connection.,Unresolved
82458963,Gaming Console,Online Services,The online services are frequently experiencing server outages.,Escalated
30307558,Wireless Headphones,Battery Life,The headphones run out of battery too quickly.,Resolved
49458339,Wireless Earbuds,Audio Quality,The audio quality of the earbuds is poor with frequent static and distortion.,Resolved
35375773,Wireless Headphones,Battery Life,The headphones battery drains rapidly even with moderate use.,Resolved
23199374,Wireless Headphones,Controls,The touch controls on the headphones are unresponsive.,Unresolved
87991222,Smartphone,Display,The display is flickering and causing eye strain.,Resolved
53602149,Wireless Earbuds,Battery Life,The earbuds battery drains quickly even with moderate use.,Escalated
79108092,Smartphone,Battery,The battery is not holding a charge for long enough.,Unresolved
63605102,Wireless Earbuds,Battery Life,The earbuds battery life is significantly shorter than advertised.,Resolved
60714002,Portable Speaker,Battery Life,The speaker battery drains quickly even with minimal use.,Escalated
79603561,Smartwatch,Smart Features,The watch smart features are not delivering the intended user experience.,Resolved
94106657,Wireless Earbuds,Battery Life,The earbuds battery life is significantly shorter than advertised.,Unresolved
93488802,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Escalated
43519469,Gaming Console,Controller,The controller buttons and joysticks feel unresponsive.,Unresolved
60561668,Wireless Headphones,Audio Quality,The audio quality is distorted especially at higher volumes.,Resolved
79424449,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Escalated
23560872,Gaming Console,Performance,The console is struggling to maintain a consistent frame rate.,Resolved
84509897,Portable Speaker,Battery Life,The speaker battery life is significantly shorter than advertised.,Escalated
16696063,Smartwatch,Fitness Tracking,The watch fitness tracking features are not providing reliable data.,Escalated
43215964,Desktop Computer,Graphics,The computer is unable to handle graphics-intensive applications effectively.,Unresolved
46954355,Smartwatch,Battery Life,The watch battery is draining too fast even with moderate use.,Resolved
41577245,Wireless Earbuds,Audio Quality,The earbuds are unable to provide the expected level of audio clarity and fidelity.,Unresolved
77097235,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Escalated
97810175,Desktop Computer,RAM,The computer RAM is maxed out leading to poor overall performance.,Resolved
71058099,Gaming Console,Performance,The console is experiencing frequent game crashes and slowdowns.,Resolved
31069379,Wireless Earbuds,Connectivity,The earbuds keep disconnecting from the user device.,Resolved
61525900,Laptop,Storage,The laptop storage is full preventing the user from saving new files.,Resolved
95877442,Gaming Console,Game Library,The user is disappointed by the lack of new game releases.,Resolved
57187618,Wireless Earbuds,Connectivity,The earbuds are experiencing frequent connection issues.,Resolved
94847114,Laptop,Storage,The laptop storage is running low causing issues with file management.,Resolved
53556666,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Unresolved
45219428,Smartwatch,Smart Features,The watch smart features such as notifications are not working properly.,Escalated
86070796,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Escalated
43990828,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Escalated
15238165,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Resolved
14083704,Smartphone,Battery,The battery is not holding a charge for long enough.,Unresolved
58281267,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Resolved
82099700,Gaming Console,Controller,The controller is experiencing connectivity issues.,Unresolved
28010979,Desktop Computer,Storage,The computer storage is full preventing the user from saving new files.,Escalated
21627140,Wireless Headphones,Battery Life,The headphones battery life is significantly shorter than advertised.,Unresolved
45987685,Smartwatch,Connectivity,The watch is unable to connect to the user smartphone.,Unresolved
33734070,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Escalated
67943331,Smartphone,Display,The display is flickering and causing eye strain.,Unresolved
17919288,Laptop,RAM,The laptop is running out of memory causing programs to crash.,Escalated
30586929,Wireless Earbuds,Controls,The touch controls on the earbuds are unresponsive and difficult to use.,Escalated
90614987,Gaming Console,Game Library,The game library is limited and the user wants more game options.,Resolved
61070455,Smartphone,Connectivity,The phone is experiencing frequent drops in cellular connectivity.,Resolved
87043556,Gaming Console,Game Library,The user is disappointed by the lack of new game releases.,Unresolved
32997409,Gaming Console,Controller,The controller buttons and joysticks feel unresponsive.,Escalated
24862295,Wireless Earbuds,Connectivity,The earbuds keep disconnecting from the user device.,Unresolved
29992067,Wireless Earbuds,Battery Life,The earbuds battery life is short requiring frequent charging.,Escalated
87347636,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Unresolved
50588515,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Resolved
61521797,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Resolved
23767412,Smartwatch,Battery Life,The watch battery life is significantly shorter than advertised.,Unresolved
90969024,Wireless Earbuds,Connectivity,The earbuds keep disconnecting from the user device.,Resolved
27564364,Smartphone,Connectivity,The phone is having trouble maintaining a stable internet connection.,Escalated
46535424,Portable Speaker,Durability,The speaker build quality is not up to par affecting its lifespan.,Resolved
92404523,Portable Speaker,Battery Life,The speaker battery is not lasting as long as expected.,Resolved
56611729,Laptop,Processor,The laptop is struggling to run multiple applications simultaneously.,Unresolved
96705729,Smartwatch,Connectivity,The watch is unable to connect to the user smartphone.,Escalated
17341877,Wireless Earbuds,Controls,The earbuds controls are not functioning as expected frustrating the user.,Resolved
97816779,Desktop Computer,RAM,The computer is running out of memory causing programs to freeze.,Unresolved
67405600,Gaming Console,Game Library,The game library is limited and the user wants more game options.,Unresolved
15681482,Gaming Console,Game Library,The user is unable to find the specific games they want to play.,Escalated
87159010,Smartphone,Connectivity,The phone is having trouble maintaining a stable internet connection.,Resolved
42698167,Desktop Computer,Graphics,The computer graphics capabilities are not meeting the user expectations.,Resolved
81299405,Laptop,RAM,The laptop is experiencing frequent freezes and slowdowns due to insufficient RAM.,Unresolved
76999581,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Escalated
65172817,Smartphone,Display,The display is not responsive to touch inputs.,Resolved
26276581,Wireless Earbuds,Audio Quality,The user is dissatisfied with the sound quality delivered by the earbuds.,Escalated
23327507,Desktop Computer,Connectivity,The computer is experiencing frequent connectivity issues with external devices.,Escalated
